MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_02738	Q6WRI0	IGS10_HUMAN	7.2	12.5	0.902965	Smp_189490.1	51.4	57.0	0.688679	Sjp_0106820	63.5	74.3	0.8531	T265_01114	36.6	53.7	0.882749	csin106899	37.9	55.5	0.897574	D915_00568	38.0	51.7	0.815364	3.62	0.63	F40E10.4	13.7	22.0	0.876011	FBpp0293933	12.7	21.2	0.613208	ENSMUSP00000057725.5	9.8	15.3	0.369272	ENSP00000282466.3	7.2	12.5	TRUE	0.902965		FBpp0293933		FALSE
MS3_02737	Q6P2Q9	PRP8_HUMAN	85.4	90.2	0.9991	Smp_140890.1	86.8	87.0	0.905941	Sjp_0036690	63.3	64.9	0.714221	T265_14392	92.0	94.1	0.990999	csin111687	87.7	89.7	0.9991	D915_08389	36.0	37.1	0.39559	89.66	43.10	C50C3.6	80.3	88.3	0.99775	FBpp0087124	82.2	87.6	0.9991	ENSMUSP00000018449.4	85.4	90.2	0.9991	ENSP00000304350.6	85.4	90.2	FALSE	0.9991	C50C3.6	FBpp0087124		TRUE
MS3_02736	O01393	UNC9_CAEEL	15.2	22.6	0.531381	Smp_034610.1	14.8	15.2	0.280335	Sjp_0059220	60.0	64.6	0.725941	T265_14394	28.4	39.5	0.930962	csin110320	36.5	46.3	0.92887	D915_00218	32.7	44.2	0.638075	0.00	0.00	Y8G1A.2	14.2	21.9	0.493724	FBpp0070965	10.4	18.6	0.476987										Y8G1A.2	FBpp0070965		FALSE
MS3_02735						Smp_200490.1	77.5	83.1	0.915493	Sjp_0105500	23.1	30.0	0.760563	T265_09271	6.4	8.1	0.859155	csin110320	8.2	8.5	0.859155	D915_00338	5.5	8.5	0.915493	0.00	0.00																					FALSE
MS3_02734	A1Z1Q3	MACD2_HUMAN	22.8	31.4	0.979381	Smp_140900.1	96.4	96.9	1	Sjp_0036690	9.1	10.3	1	T265_00758	59.3	72.5	1	csin112786	58.3	73.0	1	D915_13905	26.6	32.6	0.494845	240.96	315.89	B0035.3	41.1	57.0	0.979381	FBpp0088009	13.7	18.6	0.963918	ENSMUSP00000105694.1	23.9	33.6	1	ENSP00000217246.4	24.0	33.1	TRUE	0.979381				FALSE
MS3_02733	P23258	TBG1_HUMAN	21.1	25.1	1	Smp_034670.1	23.3	23.5	1	Sjp_0036720	24.7	24.7	1	T265_00755	21.1	23.2	1	csin106162	21.1	23.0	1	D915_05252	37.4	42.1	0.897638	0.00	0.00	F58A4.8	14.1	20.4	0.976378	FBpp0077326	20.2	22.9	1	ENSMUSP00000048036.8	20.8	24.8	1	ENSP00000251412.6	21.1	25.1	TRUE	1	F58A4.8	FBpp0077326	ENSMUSP00000048036.8	FALSE
MS3_02732	Q6DN90	IQEC1_HUMAN	20.5	34.9	0.834409	Smp_034660.1	91.3	94.4	0.998925	Sjp_0108730	57.7	65.2	0.81828	T265_00756	30.4	46.4	0.76129	csin106163	32.6	47.5	0.791398	D915_05250	31.7	46.9	0.85914	81.94	11.89	M02B7.5a	16.0	25.4	0.569892	FBpp0077948	15.6	26.1	0.844086	ENSMUSP00000098710.3	18.2	30.8	0.827957	ENSP00000273221.4	20.5	34.9	TRUE	0.834409		FBpp0077948		FALSE
MS3_02731	A1A4J8	SCO1_BOVIN	36.5	47.4	0.970085	Smp_034700.1	84.6	91.5	1	Sjp_0094450	51.7	58.1	0.636752	T265_00749	26.4	35.7	0.735043	csin107373	55.6	65.4	0.799145	D915_13793	28.6	39.4	0.482906	109.01	196.90	C01F1.2	31.7	46.4	0.970085	FBpp0078688	41.6	60.0	0.982906	ENSMUSP00000104330.3	38.4	50.7	0.978632	ENSP00000255390.5	35.6	49.3	FALSE	0.978632	C01F1.2	FBpp0078688		FALSE
MS3_02730						Smp_140910.1	66.7	68.7	0.925																	1.66	1.72																					FALSE
MS3_02729																										0.00	0.00																					FALSE
MS3_02728	P23258	TBG1_HUMAN	69.6	79.5	0.889546	Smp_034670.1	82.6	83.0	0.895464	Sjp_0036720	85.4	86.6	0.899408	T265_00755	77.5	82.7	0.901381	csin106162	78.3	83.5	0.907298	D915_05251	38.1	40.4	0.42998	85.52	124.73	F58A4.8	39.6	58.3	0.863905	FBpp0077326	67.1	76.7	0.913215	ENSMUSP00000048036.8	69.0	79.1	0.889546	ENSP00000251413.2	69.6	79.5	FALSE	0.889546	F58A4.8	FBpp0077326	ENSMUSP00000048036.8	FALSE
MS3_02727	Q8BQB6	SAXO2_MOUSE	12.9	21.7	0.460123	Smp_034680.1	84.1	88.4	1	Sjp_0036730	59.9	70.8	0.86135	T265_00746	19.6	33.3	0.748466	csin107368	16.8	28.8	0.67362	D915_09072	19.0	31.6	0.733742	1.98	2.23									ENSMUSP00000057993.3	12.9	21.7	0.460123	ENSP00000340445.5	13.3	21.8	TRUE	0.457669				FALSE
MS3_02726						Smp_008390.1	43.9	52.8	0.947917																	0.00	0.00																					FALSE
MS3_02725	Q24266	BTD_DROME	16.1	25.5	0.850394	Smp_140880.1	78.3	84.9	0.976378	Sjp_0036710	26.0	31.5	0.454068	T265_04314	19.0	27.8	0.658793	csin111790	15.4	23.4	0.496063	D915_14925	20.9	29.9	0.587927	0.57	0.00	F54H5.4a	19.0	26.5	0.553806	FBpp0071314	16.1	25.5	0.850394	ENSMUSP00000044317.4	20.7	28.4	0.648294	ENSP00000264834.3	15.1	20.1	TRUE	0.538058		FBpp0071314		TRUE
MS3_02724	Q21123	INX7_CAEEL	13.8	19.5	0.532258	Smp_034610.1	87.0	90.8	0.975806	Sjp_0111510	25.5	27.5	0.330645	T265_14394	19.4	25.9	0.679435	csin101519	19.1	28.1	0.711694	D915_00219	28.2	35.0	0.59879	3.74	1.08	K02B2.4a	13.8	19.5	0.532258	FBpp0076692	13.8	23.2	0.540323											FBpp0076692		FALSE
MS3_02723	Q13003	GRIK3_HUMAN	25.0	39.7	0.816239	Smp_140920.1	83.4	84.3	0.912393	Sjp_0094440	30.5	32.6	0.379274	T265_04393	16.9	27.0	0.837607	csin107371	42.7	52.9	0.730769	D915_06800	46.2	59.4	0.810897	1.72	0.31	K10D3.1	23.8	40.1	0.784188	FBpp0307023	25.8	40.7	0.826923	ENSMUSP00000030676.7	25.5	40.4	0.827991	ENSP00000362183.3	25.0	39.7	TRUE	0.816239		FBpp0307023		FALSE
MS3_02722	Q0II90	FA81B_BOVIN	20.5	38.2	0.982206	Smp_042700.1	70.0	71.8	1	Sjp_0058140	60.8	65.5	0.94306	T265_11258	32.7	47.6	0.985765	csin105392	32.2	47.9	0.985765	D915_12441	24.5	41.4	0.953737	5.54	1.09									ENSMUSP00000146649.1	16.0	32.3	0.939502	ENSP00000283357.5	14.9	33.2	TRUE	0.989324				FALSE
MS3_02721	Q9VIU7	DPM1_DROME	46.1	53.1	1	Smp_042790.1	65.8	66.2	1	Sjp_0062550	69.7	72.5	1	T265_08190	40.9	46.0	1	csin103241	34.0	38.8	0.949367	D915_13358	18.1	21.6	0.398734	57.36	105.12	Y66H1A.2a	41.0	49.0	1	FBpp0080817	46.1	53.1	1	ENSMUSP00000118776.1	40.8	49.2	1	ENSP00000360644.5	40.0	49.6	FALSE	1		FBpp0080817	ENSMUSP00000118776.1	TRUE
MS3_02720																										0.00	0.00																					FALSE
MS3_02719						Smp_042780.1	46.4	47.1	1	Sjp_0062560	4.3	5.5	0.977273	T265_02780	27.6	33.9	0.954545	csin111882	19.2	24.0	0.962121	D915_02039	48.6	61.6	0.939394	104.44	145.00																					FALSE
MS3_02718	P62256	UBE2H_HUMAN	41.9	52.7	0.97479	Smp_145350.1	83.2	83.2	1	Sjp_0062520	58.4	58.4	0.966387	T265_08189	61.7	65.4	1	csin103240	57.6	63.6	0.831933	D915_12410	37.1	38.2	0.663866	176.05	146.57	Y94H6A.6	29.7	37.4	0.97479	FBpp0071067	41.3	49.2	0.94958	ENSMUSP00000092121.2	50.3	63.2	0.97479	ENSP00000419097.2	50.3	63.2	FALSE	0.97479		FBpp0071067	ENSMUSP00000092121.2	TRUE
MS3_02717	Q95XM2	PHM_CAEEL	24.6	37.0	0.807829	Smp_145300.1	61.5	66.4	0.793594	Sjp_0058130	31.5	41.5	0.52669	T265_11259	33.0	43.1	0.850534	csin105393	16.1	20.7	0.704626					163.48	51.10	Y71G12B.4	24.6	37.0	0.807829	FBpp0072111	20.8	28.4	0.807829	ENSMUSP00000057112.8	8.9	13.2	0.875445	ENSP00000282992.3	10.5	16.2	TRUE	0.925267		FBpp0072111	ENSMUSP00000057112.8	FALSE
MS3_02716						Smp_145310.1	72.2	75.4	0.802657	Sjp_0115000	73.1	83.5	0.990512	T265_01225	28.2	43.7	0.888046	csin101878	28.7	44.9	0.888046	D915_00989	20.3	29.1	0.582543	42.65	42.20																					FALSE
MS3_02715						Smp_145360.1	78.2	83.5	0.896667	Sjp_0062510	54.3	61.3	0.798333													2.26	3.11																					FALSE
MS3_02714	E1BYJ2	MSH6_CHICK	35.4	49.9	0.911481	Smp_042670.2	89.2	91.4	0.957932	Sjp_0058170	43.4	48.0	0.561788	T265_11255	54.9	68.1	0.957055	csin104842	25.9	34.5	0.555653	D915_02949	17.8	23.5	0.354952	31.83	26.16	Y47G6A.11	32.6	49.3	0.900964	FBpp0075399	33.6	48.9	0.881683	ENSMUSP00000005503.3	34.8	48.0	0.909728	ENSP00000446475.1	36.5	52.0	FALSE	0.900088				TRUE
MS3_02713	Q69ZT9	TBC30_MOUSE	22.7	33.0	0.645794	Smp_042770.1	87.1	91.3	0.972897	Sjp_0062560	53.7	63.0	0.957944	T265_02782	37.6	51.5	0.868224	csin111880	37.7	51.0	0.874766	D915_02040	13.0	14.7	0.175701	13.09	2.38	ZK1248.10	6.8	12.1	0.358879	FBpp0292634	8.6	13.7	0.807477	ENSMUSP00000070488.5	22.7	33.0	0.645794	ENSP00000440207.1	23.2	32.8	TRUE	0.62243	ZK1248.10			FALSE
MS3_02712	Q9JLI7	SPAG6_MOUSE	67.2	81.3	0.978764	Smp_042740.1	94.1	94.8	0.971042	Sjp_0114990	79.7	81.6	0.84749	T265_01224	65.7	79.5	0.982625	csin101877	47.8	57.3	0.722008	D915_00988	71.9	84.7	0.971042	22.87	12.50	F32E10.4	19.3	33.9	0.853282	FBpp0081584	17.7	31.5	0.826255	ENSMUSP00000023468.5	67.2	81.3	0.978764	ENSP00000365811.3	65.4	80.4	FALSE	0.978764	F32E10.4	FBpp0081584		FALSE
MS3_02711	Q6NU40	CTF18_XENLA	25.9	40.8	0.850636	Smp_042810.1	87.6	90.0	0.954449	Sjp_0062530	67.6	75.6	0.899364	T265_14343	41.4	58.3	0.891949	csin101445	30.4	42.3	0.825212	D915_10544	12.7	16.3	0.23411	7.44	10.03	K08F4.1	21.9	37.2	0.745763	FBpp0077230	22.7	36.8	0.815678	ENSMUSP00000043896.7	24.8	39.2	0.802966	ENSP00000262315.9	26.8	40.6	TRUE	0.835805		FBpp0077230	ENSMUSP00000043896.7	FALSE
MS3_02710																										0.00	0.00																					FALSE
MS3_02709	P50164	TRN2_HYONI	23.6	36.3	0.649215	Smp_042680.1	60.2	62.5	0.672775	Sjp_0058160	53.4	60.7	0.657068	T265_13907	37.4	49.9	0.688482	csin106682	39.0	52.2	0.688482	D915_06025	26.5	34.5	0.573298	92.82	123.13	Y47G6A.21	31.4	40.5	0.659686	FBpp0078385	32.7	44.2	0.670157	ENSMUSP00000026144.4	22.2	33.1	0.602094	ENSP00000303356.2	21.6	32.3	TRUE	0.633508				FALSE
MS3_02708	Q4R6T7	IQUB_MACFA	27.1	42.9	0.825595	Smp_145330.1	59.2	63.8	0.697622	Sjp_0062540	69.4	81.0	0.952435	T265_07642	40.5	59.5	0.992072	csin101444	41.3	59.3	0.99547	D915_10543	45.9	61.4	0.975085	9.13	0.86					FBpp0083620	20.9	35.1	0.748584	ENSMUSP00000051177.4	29.3	44.9	0.844847	ENSP00000324882.6	27.6	44.7	TRUE	0.84598				FALSE
MS3_02707	O43511	S26A4_HUMAN	28.8	50.8	0.904059	Smp_145320.1	75.0	80.1	0.865929	Sjp_0114830	26.2	30.6	0.371464	T265_15387	31.2	45.7	0.731857	csin105395	39.9	57.5	0.920049	D915_02942	13.0	19.0	0.286593	1.62	1.01	W04G3.6d	25.8	41.6	0.710947	FBpp0074919	29.3	45.1	0.853629	ENSMUSP00000001253.7	28.7	49.3	0.899139	ENSP00000265715.3	28.8	50.8	FALSE	0.904059				FALSE
MS3_02706	Q9ULI1	NWD2_HUMAN	21.1	35.2	0.762004	Smp_145280.1	73.6	76.5	0.919102	Sjp_0058190	70.9	77.9	0.969207					csin101373	12.5	22.0	0.734342	D915_10325	4.5	6.2	0.0735908	1.07	0.24	T05C3.2	22.8	36.5	0.780793	FBpp0082689	23.2	37.4	0.791232	ENSMUSP00000124712.1	21.1	35.3	0.768789	ENSP00000309501.5	21.1	35.2	TRUE	0.762004				FALSE
MS3_02705						Smp_185800.1	65.4	72.1	0.854369																	0.00	0.00																					FALSE
MS3_02704						Smp_080610.1	90.4	96.4	1	Sjp_0093540	54.2	66.3	0.789157	T265_03152	38.4	57.3	0.921687	csin110464	42.2	62.0	0.885542	D915_11221	28.6	39.3	0.686747	111.69	239.53	F42G8.10	27.7	45.1	0.915663	FBpp0083126	22.0	39.3	0.861446										F42G8.10	FBpp0083126		TRUE
MS3_02703						Smp_102780.1	69.9	80.9	1	Sjp_0017910	29.0	39.0	0.570312													5.10	45.87																					FALSE
MS3_02702						Smp_165610.1	89.4	94.0	1																	0.21	0.72																					FALSE
MS3_02701						Smp_159630.1	65.3	67.2	1	Sjp_0018890	41.4	48.6	0.925319	T265_03150	22.6	32.7	0.763206	csin102036	19.8	29.8	0.746812	D915_04391	27.0	40.2	0.703097	18.64	1.08																					FALSE
MS3_02700						Smp_167540.1	14.9	15.8	0.763359	Sjp_0018030	19.9	21.8	1	T265_10444	11.6	15.1	1	csin107123	9.5	12.4	1					5.18	23.58																					FALSE
MS3_02699						Smp_204810.1	57.6	63.1	0.82967	Sjp_0017920	43.0	57.4	0.956044													0.76	7.39																					FALSE
MS3_02698	Q8BIR2	ASTE1_MOUSE	15.8	28.1	0.649245	Smp_080620.1	84.3	87.6	0.95122	Sjp_0098310	51.9	63.0	0.796748	T265_09345	22.8	37.4	0.946574	csin104537	28.3	46.1	0.924506	D915_14804	19.6	33.4	0.75029	26.32	21.49									ENSMUSP00000035181.3	15.8	28.1	0.649245	ENSP00000264992.3	17.5	31.1	TRUE	0.710801				FALSE
MS3_02697						Smp_159650.1	36.7	41.2	0.747967	Sjp_0017910	29.0	41.4	0.918699													2.80	26.58																					FALSE
MS3_02696										Sjp_0029510	18.0	29.6	0.940171													5.07	10.55																					FALSE
MS3_02695						Smp_069120.1	10.6	18.6	0.838384	Sjp_0017900	24.5	34.2	0.964646	T265_03149	12.5	22.3	0.969697	csin102038	12.2	22.1	0.969697	D915_04390	13.7	24.0	0.979798	0.00	0.00																					FALSE
MS3_02694						Smp_159650.1	40.3	45.3	0.87619	Sjp_0017910	32.1	39.3	0.914286													0.00	11.69																					FALSE
MS3_02693	Q6NRL2	SNX33_XENLA	27.6	42.6	0.932406	Smp_167550.1	78.6	81.8	0.978131	Sjp_0018040	61.0	65.1	0.862823	T265_00616	41.7	57.3	0.942346	csin111901	36.8	51.3	0.809145	D915_09588	24.9	34.2	0.506958	74.14	54.10	Y37A1B.2c	25.4	43.3	0.902584	FBpp0076142	27.1	43.4	0.950298	ENSMUSP00000060225.5	28.4	42.9	0.930417	ENSP00000311427.5	27.8	43.2	TRUE	0.930417				FALSE
MS3_02692						Smp_159630.1	19.6	21.4	0.971154	Sjp_0018890	18.1	20.7	0.932692	T265_03150	13.2	17.2	0.889423	csin102036	10.9	14.7	0.875	D915_04392	30.2	43.4	0.764423	4.61	0.00																					FALSE
MS3_02691	Q27802	DYHC2_TRIGR	24.2	34.0	0.89984	Smp_165620.1	49.6	51.5	0.93735	Sjp_0018060	52.6	59.4	0.887869	T265_03154	31.1	38.7	0.983639	csin108064	38.8	48.5	0.981644	D915_06193	13.6	18.1	0.264964	2.84	0.67	F18C12.1	19.3	30.0	0.879489	FBpp0271878	14.4	24.4	0.891061	ENSMUSP00000046733.6	24.4	33.8	0.896249	ENSP00000364887.2	24.2	34.1	TRUE	0.896249		FBpp0271878	ENSMUSP00000046733.6	FALSE
MS3_02690	P29101	SYT2_RAT	22.8	39.1	0.85122	Smp_069120.1	81.8	90.8	0.980488	Sjp_0105770	32.6	37.2	0.439024	T265_03149	38.2	58.2	0.914634	csin102038	38.6	58.7	0.914634	D915_04390	34.9	55.3	0.919512	11.67	3.37	Y75B7AL.3	17.6	33.8	0.639024	FBpp0089328	20.0	33.6	0.680488	ENSMUSP00000112438.1	22.4	38.7	0.85122	ENSP00000356236.1	21.6	38.9	TRUE	0.860976			ENSMUSP00000112438.1	FALSE
MS3_02689	P32562	CDC5_YEAST	11.2	17.6	0.749296	Smp_179410.1	40.2	49.1	0.667606	Sjp_0015720	10.2	19.1	0.842254	T265_01335	20.7	38.3	0.856338	csin103016	21.9	39.0	0.853521	D915_06381	21.8	40.6	0.859155	0.00	0.00	C44C8.6	18.6	31.4	0.802817	FBpp0080860	15.9	26.4	0.785915	ENSMUSP00000002087.7	21.6	34.8	0.791549	ENSP00000359164.4	20.7	33.6	TRUE	0.791549		FBpp0080860		FALSE
MS3_02688	Q06068	HSP97_STRPU	23.8	35.1	0.961336	Smp_069130.2	62.5	64.8	1	Sjp_0131820	76.6	84.7	0.956063	T265_03157	34.9	44.8	0.97188	csin109378	9.2	14.5	0.801406	D915_12311	26.7	36.4	0.768014	716.56	353.34	C30C11.4	20.9	34.1	0.859402	FBpp0292999	22.0	36.0	0.949033	ENSMUSP00000103721.4	24.0	36.7	0.936731	ENSP00000296464.3	23.7	36.4	TRUE	0.931459	C30C11.4	FBpp0292999		TRUE
MS3_02687	P29101	SYT2_RAT	16.2	31.6	0.828947	Smp_069120.1	28.2	43.5	0.823684	Sjp_0097420	17.0	27.2	0.413158	T265_03149	24.7	42.4	0.836842	csin102038	24.0	41.1	0.826316	D915_04390	23.4	42.2	0.847368	0.00	0.00	F42G9.7	18.0	35.8	0.815789	FBpp0088205	15.4	30.3	0.792105	ENSMUSP00000112438.1	16.2	31.6	0.828947	ENSP00000356236.1	16.3	31.8	TRUE	0.828947	F42G9.7		ENSMUSP00000112438.1	FALSE
MS3_02686	Q9HAT8	PELI2_HUMAN	25.9	36.3	0.596358	Smp_162780.1	73.8	77.8	0.807284	Sjp_0054560	54.2	59.0	0.707132	T265_00866	28.8	36.7	0.628225	csin107366	34.7	42.7	0.698027	D915_10666	9.4	12.7	0.223065	25.00	7.34	F25B4.2	23.4	34.8	0.61305	FBpp0083913	25.9	35.9	0.590288	ENSMUSP00000090979.5	27.0	37.9	0.588771	ENSP00000267460.4	25.9	36.3	TRUE	0.596358		FBpp0083913	ENSMUSP00000090979.5	FALSE
MS3_02685	A9UMS3	PHB2_XENTR	50.5	63.1	1	Smp_075210.1	75.9	77.4	0.91453	Sjp_0095920	74.9	77.3	1	T265_15370	11.2	12.2	0.92735	csin102934	13.7	15.0	0.910256					253.81	386.11	T24H7.1	48.0	62.4	0.982906	FBpp0111775	42.9	55.1	0.978632	ENSMUSP00000004375.9	48.8	63.5	0.991453	ENSP00000441875.1	48.8	63.5	FALSE	0.991453	T24H7.1	FBpp0111775	ENSMUSP00000004375.9	FALSE
MS3_02684						Smp_075280.1	46.3	51.2	0.894737																	46.74	39.51																					FALSE
MS3_02683	P35486	ODPA_MOUSE	35.4	43.3	0.79321	Smp_079920.1	46.6	49.6	0.762346	Sjp_0055140	46.5	49.5	0.774691	T265_07717	40.5	46.2	0.768519	csin100624	40.5	46.2	0.768519	D915_15451	13.9	20.6	0.864198	48.14	53.83	T05H10.6a	34.9	44.6	0.854938	FBpp0070676	31.7	41.1	0.811728	ENSMUSP00000033662.8	35.4	43.3	0.79321	ENSP00000295266.4	34.2	44.0	TRUE	0.814815		FBpp0070676	ENSMUSP00000033662.8	FALSE
MS3_02682	Q99PV8	BC11B_MOUSE	8.4	10.8	0.686833	Smp_075230.1	75.5	83.3	0.94306	Sjp_0000360	9.1	13.0	0.903915	T265_00867	22.2	31.7	0.868327	csin107367	16.0	22.9	0.896797	D915_04219	9.2	13.2	0.86121	1.11	0.22	F13H6.1a	11.2	16.8	0.843416	FBpp0290458	6.8	9.9	0.779359	ENSMUSP00000068258.4	8.4	10.8	0.686833	ENSP00000338774.6	10.0	14.1	TRUE	0.871886		FBpp0290458	ENSMUSP00000068258.4	FALSE
MS3_02681	A4K526	TM256_BUFGR	38.6	54.5	0.861538	Smp_096290.1	88.1	89.5	1	Sjp_0054190	47.1	54.4	0.684615	T265_03447	49.3	62.5	0.992308	csin106112	14.1	19.2	0.992308	D915_13094	49.0	64.7	0.984615	373.03	422.03	Y106G6H.8	31.9	50.3	0.946154	FBpp0083226	26.9	37.9	0.992308	ENSMUSP00000091608.4	37.1	50.0	0.853846	ENSP00000301939.3	34.8	48.5	FALSE	0.853846				FALSE
MS3_02680	P0C7A1	ENASE_CHICK	19.2	27.3	0.77265	Smp_174990.1	79.1	82.3	0.958974	Sjp_0009440	56.3	67.1	0.776068	T265_15582	12.1	17.4	0.883761	csin102936	30.3	40.1	0.623932	D915_02083	7.7	9.6	0.14188	57.36	39.68	F01F1.10b	20.2	29.5	0.608547	FBpp0074205	20.3	31.7	0.786325	ENSMUSP00000117538.2	17.9	26.7	0.726496	ENSP00000462333.1	19.0	27.6	TRUE	0.762393				TRUE
MS3_02679	P93736	SYVM1_ARATH	31.8	46.5	0.875906	Smp_096270.1	88.1	92.2	0.985507	Sjp_0002700	28.9	42.3	0.880435	T265_15582	29.5	40.4	0.921196	csin105292	40.9	55.2	0.800725	D915_09784	23.6	34.3	0.69837	27.43	11.80	Y87G2A.5	31.5	47.8	0.856884	FBpp0086847	34.1	47.6	0.873188	ENSMUSP00000084572.7	26.6	38.7	0.841486	ENSP00000211402.6	26.6	38.9	TRUE	0.854167	Y87G2A.5	FBpp0086847		FALSE
MS3_02677	P29617	PROS_DROME	16.0	27.2	0.794766	Smp_162760.1	59.7	64.9	0.767218	Sjp_0122310	35.1	42.2	0.571625	T265_07444	3.6	4.1	0.0571625	csin108622	21.0	31.6	0.647383	D915_05001	6.9	11.5	0.257576	1.33	0.04	K12H4.1	8.1	13.0	0.2927	FBpp0293145	16.2	27.3	0.796143	ENSMUSP00000105878.2	6.7	11.8	0.290634	ENSP00000261454.4	11.0	16.9	TRUE	0.386364	K12H4.1	FBpp0293145		FALSE
MS3_02676	F1M7Y5	KPCI_RAT	50.7	65.0	0.857778	Smp_096310.1	89.2	90.5	0.93037	Sjp_0054180	85.9	89.9	0.97037	T265_13256	55.1	63.1	0.81037	csin106111	64.1	72.9	0.903704	D915_00024	20.3	27.1	0.394074	47.29	64.64	F09E5.1	49.3	60.9	0.860741	FBpp0292492	30.9	38.2	0.82963	ENSMUSP00000103884.2	50.6	64.9	0.856296	ENSP00000295797.4	50.4	64.7	FALSE	0.857778	F09E5.1	FBpp0292492	ENSMUSP00000103884.2	TRUE
MS3_02675	Q5RF14	MIPEP_PONAB	32.4	48.7	0.851706	Smp_075220.1	93.3	96.3	0.998688	Sjp_0131320	34.2	37.7	0.426509	T265_11166	38.1	49.3	0.809711	csin110899	51.8	63.4	0.875328	D915_08652	10.5	13.0	0.161417	62.93	37.70	Y67H2A.7a	30.7	48.9	0.883202	FBpp0085393	32.8	46.9	0.839895	ENSMUSP00000069840.7	30.4	45.6	0.822835	ENSP00000371607.3	31.6	46.3	FALSE	0.826772		FBpp0085393		FALSE
MS3_02674						Smp_162770.1	60.0	66.8	0.825269	Sjp_0095930	28.0	36.6	0.645161	T265_00936	20.2	32.8	0.658602	csin109050	21.7	34.7	0.682796	D915_09661	21.1	34.4	0.717742	134.53	480.75					FBpp0085251	23.5	42.3	0.793011													FALSE
MS3_02673	D3Z8N4	KLH20_RAT	48.3	58.2	0.720874	Smp_096320.1	87.7	88.6	0.921117	Sjp_0054170	88.8	92.8	0.993932	T265_09763	23.4	36.7	0.78034	csin108624	63.8	72.8	0.934466	D915_04681	19.0	20.8	0.230583	31.85	13.73	R12E2.1	42.6	53.3	0.730583	FBpp0075260	48.3	58.5	0.737864	ENSMUSP00000107238.1	48.3	58.2	0.714806	ENSP00000209884.4	48.3	58.2	FALSE	0.720874				FALSE
MS3_02672	P29617	PROS_DROME	3.2	4.5	0.982456	Smp_162760.1	6.7	7.5	1	Sjp_0054530	54.4	61.6	0.807018	T265_07444	37.4	45.6	1	csin108622	6.3	7.7	1	D915_04683	48.0	59.2	0.807018	0.00	0.00	K12H4.1	7.6	12.3	0.912281	FBpp0293145	3.2	4.6	0.982456	ENSMUSP00000010319.7	6.4	9.0	1	ENSP00000261454.4	6.4	9.0	TRUE	1	K12H4.1	FBpp0293145	ENSMUSP00000010319.7	FALSE
MS3_02671						Smp_204260.1	86.2	88.6	1	Sjp_0068860	60.8	69.2	0.857143													46.40	12.64																					FALSE
MS3_02670						Smp_144590.1	6.0	6.2	1	Sjp_0058810	63.1	72.3	1													1.67	0.00																					FALSE
MS3_02669	Q9W4Y2	PDFR_DROME	11.4	18.5	0.906383													csin106206	10.4	15.2	0.87234					0.00	0.00	C13B9.4a	13.7	20.7	0.893617	FBpp0300789	10.4	16.8	0.906383													FALSE
MS3_02668						Smp_144590.1	24.0	25.6	1	Sjp_0058820	39.5	49.6	0.655311													1.38	0.00																					FALSE
MS3_02667	P23416	GLRA2_HUMAN	29.9	47.1	0.830739	Smp_104890.1	79.0	84.1	0.94358	Sjp_0058790	76.4	84.5	0.963035	T265_08541	39.8	56.9	0.848249	csin106205	42.0	58.4	0.871595	D915_09036	29.1	43.5	0.863813	1.76	0.12	ZC317.3	27.5	46.6	0.85214	FBpp0310355	29.5	46.5	0.832685	ENSMUSP00000060827.8	29.8	48.0	0.842412	ENSP00000218075.4	29.9	47.1	FALSE	0.830739				FALSE
MS3_02666	O77086	C3G_DROME	17.9	30.6	0.794483	Smp_144600.1	78.1	81.1	0.88	Sjp_0101370	23.6	26.3	0.292414	T265_04006	33.4	48.6	0.845517	csin105921	33.7	49.8	0.848966	D915_01548	13.5	18.4	0.272414	13.48	1.71	Y34B4A.4a	15.2	26.8	0.548966	FBpp0289070	18.8	32.2	0.748276	ENSMUSP00000088680.5	18.4	32.2	0.723448	ENSP00000361263.2	18.9	30.5	TRUE	0.664828		FBpp0289070	ENSMUSP00000088680.5	FALSE
MS3_02665						Smp_180750.1	54.8	57.9	0.674051	Sjp_0115750	40.6	48.9	0.955696					csin100618	10.3	17.1	0.806962	D915_00135	25.3	36.7	0.794304	1.82	0.00																					FALSE
